item_id,order_id,product_id,quantity,unit_price,discount_percent
936,282,71,4,1013.11,7
937,189,181,5,1629.8,27
938,48,302,1,179.39,26
939,411,8,5,6998.72,15
940,65,225,1,1526.69,2
941,336,456,3,2029.53,18
942,246,337,2,1066.77,4
943,279,106,1,4009.94,47
944,440,113,3,3603.98,19
945,150,445,3,5263.79,33
946,278,258,3,924.59,22
947,319,249,4,2310.29,13
948,267,119,2,2509.02,35
949,372,418,2,6324.73,2
950,333,392,2,3684.73,7
951,18,139,1,2295.94,24
952,44,31,3,2304.83,39
953,442,196,4,3138.84,2
954,95,338,2,3505.57,3
955,391,179,3,7504.07,38
956,465,135,3,6500.93,37
957,175,372,2,6650.99,27
958,476,377,4,6043.97,6
959,370,478,5,5455.96,34
960,369,291,4,6175.2,16
961,240,382,2,7941.64,15
962,144,410,2,5492.53,17
963,395,278,1,2437.02,36
964,141,186,4,2223.1,16
965,158,292,-5,5320.13,16
966,9,226,2,170.08,2
967,433,285,3,1820.96,3
968,142,460,5,4921.6,20
969,133,393,1,6315.21,16
970,323,90,4,1260.52,39
971,336,20,1,1555.62,32
972,22,284,4,5767.13,3
973,9,348,3,6774.95,22
974,308,121,5,2862.86,4
975,262,40,5,1972.13,20
976,422,349,5,3386.16,41
977,74,13,4,2679.67,50
978,209,460,3,5250.63,30
979,83,189,3,452.42,9
980,312,109,-5,6483.47,32
981,365,177,5,7525.52,24
982,372,77,5,3110.61,41
983,491,479,1,7939.32,36
984,323,281,5,5898.21,34
985,271,409,1,506.31,30
986,163,138,5,1640.69,36
987,169,125,3,6412.15,23
988,384,498,2,1011.79,15
989,451,210,4,2958.86,22
990,469,186,5,5261.31,38
991,215,118,2,4597.8,8
992,466,209,5,5425.43,42
993,408,147,2,2798.42,7
994,259,76,1,4650.49,40
995,449,233,2,222.55,7
996,284,365,4,7447.99,47
997,18,427,1,3508.22,44
998,68,264,2,6948.35,24
999,206,357,4,4499.83,45
1000,460,423,3,7197.0,37
