order_id,customer_id,order_date,status,region_code
471,254.0,2025-08-27 11:44:31,PLACED,WEST
472,487.0,2025-03-30 16:36:33,SHIPPED,NORTH
473,9.0,2025-09-26 02:17:12,CANCELLED,NORTH
474,500.0,2025-04-05 04:21:36,CANCELLED,SOUTH
475,405.0,2026-01-01 03:27:00,PLACED,NORTH
476,198.0,2024-11-29 08:17:23,PLACED,EAST
477,219.0,2025-12-14 12:21:17,RETURNED,SOUTH
478,404.0,2026-08-07 23:52:11,DELIVERED,NORTH
479,264.0,2026-07-19 18:18:59,PLACED,NORTH
480,197.0,2026-02-10 08:56:17,DELIVERED,EAST
481,90.0,2025-10-03 15:35:49,RETURNED,SOUTH
482,71.0,2024-10-14 05:47:45,PLACED,WEST
483,378.0,2025-06-20 22:59:37,SHIPPED,SOUTH
484,165.0,2026-03-06 20:44:11,CANCELLED,EAST
485,28.0,2024-11-25 13:23:14,CANCELLED,NORTH
486,241.0,2025-04-12 00:02:38,RETURNED,EAST
487,232.0,2025-07-23 00:57:37,PLACED,SOUTH
488,457.0,2026-02-04 21:00:37,CANCELLED,SOUTH
489,148.0,2025-09-13 20:26:59,SHIPPED,EAST
490,58.0,2025-02-17 05:32:43,SHIPPED,NORTH
491,151.0,2025-05-27 13:17:23,SHIPPED,WEST
492,178.0,2025-06-22 19:47:40,PLACED,EAST
493,97.0,2026-01-01 05:14:09,SHIPPED,EAST
494,211.0,2026-02-17 02:06:01,DELIVERED,WEST
495,304.0,2025-07-26 17:48:26,RETURNED,WEST
496,235.0,2025-01-01 03:38:55,DELIVERED,SOUTH
497,405.0,2025-05-25 05:02:40,DELIVERED,NORTH
498,76.0,2025-09-30 18:48:01,SHIPPED,SOUTH
499,365.0,2025-09-23 08:37:34,SHIPPED,SOUTH
500,83.0,07-08-2026,DELIVERED,SOUTH
